average time for 10 PostVersionLists measured (code), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
diceVariantNormalized5Grams, 0.0, 3.0, 0.0, 10.0, 8.0, 3.0, 0.0, 0.0, 1.0, 6.0
rkrGstNormalized2GramDiceVariantMinMatchLength2, 0.0, 22.0, 2.0, 127.0, 433.0, 33.0, 2.0, 1.0, 4.0, 165.0
winnowingNormalized2GramDice, 0.0, 3.0, 0.0, 10.0, 8.0, 3.0, 0.0, 0.0, 0.0, 4.0
longestCommonSubsequenceStandard, 0.0, 9.0, 1.0, 175.0, 479.0, 44.0, 1.0, 0.0, 7.0, 98.0
rkrGst5GramDiceMinMatchLength1, 0.0, 38.0, 6.0, 409.0, 3206.0, 133.0, 4.0, 3.0, 9.0, 287.0
winnowingNormalizedShingle2DiceVariant, 0.0, 2.0, 0.0, 8.0, 6.0, no result, 0.0, 0.0, 0.0, 4.0
manhattanNormalized5Grams, 0.0, 5.0, 0.0, 16.0, 11.0, 5.0, 0.0, 0.0, 1.0, 6.0
rkrGstShingle3OverlapMinMatchLength3, 0.0, no result, 0.0, 28.0, 21.0, no result, 0.0, 0.0, 0.0, no result
winnowingNormalized3GramOverlap, 0.0, 3.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 5.0
optimalAlignment5GramFingerprint, 0.0, 13.0, 2.0, 240.0, 644.0, 65.0, 2.0, 1.0, 11.0, 135.0
optimalAlignmentNormalized, 0.0, 17.0, 3.0, 220.0, 604.0, 44.0, 3.0, 1.0, 12.0, 166.0
rkrGst4GramDiceMinMatchLength2, 0.0, 34.0, 5.0, 349.0, 2881.0, 167.0, 4.0, 3.0, 10.0, 275.0
rkrGstNormalized3GramDiceVariantMinMatchLength1, 0.0, 24.0, 2.0, 142.0, 337.0, 40.0, 2.0, 1.0, 4.0, 152.0
winnowingNormalizedTokenDiceVariant, 0.0, 1.0, 0.0, 4.0, 3.0, 1.0, 0.0, 0.0, 0.0, 1.0
diceNormalized5Grams, 0.0, 4.0, 0.0, 11.0, 9.0, 4.0, 0.0, 0.0, 0.0, 5.0
rkrGst3GramDiceVariantMinMatchLength3, 0.0, 33.0, 5.0, 296.0, 2165.0, 209.0, 3.0, 3.0, 8.0, 260.0
rkrGst4GramJaccardMinMatchLength1, 0.0, 38.0, 5.0, 366.0, 2983.0, 182.0, 4.0, 3.0, 9.0, 286.0
manhattanNormalizedShingles2, 0.0, 3.0, 0.0, 10.0, 7.0, no result, 0.0, 0.0, 0.0, 4.0
optimalAlignment2GramFingerprintNormalized, 0.0, 9.0, 1.0, 92.0, 269.0, 18.0, 1.0, 0.0, 5.0, 79.0
winnowingNormalizedTokenJaccard, 0.0, 1.0, 0.0, 4.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
diceVariantNormalizedShingles3, 0.0, 2.0, 0.0, 9.0, 7.0, no result, 0.0, 0.0, 0.0, no result
rkrGst2GramDiceVariantMinMatchLength2, 0.0, 35.0, 4.0, 286.0, 1150.0, 341.0, 3.0, 2.0, 7.0, 237.0
winnowingNormalized3GramDice, 0.0, 3.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 5.0
cosineNormalizedShingle2Bool, 0.0, 3.0, 0.0, 15.0, 9.0, no result, 0.0, 0.0, 0.0, 5.0
rkrGstShingle3OverlapMinMatchLength2, 0.0, no result, 0.0, 28.0, 23.0, no result, 0.0, 0.0, 1.0, no result
winnowingNormalizedShingle3Jaccard, 0.0, 2.0, 0.0, 9.0, 7.0, no result, 0.0, 0.0, 0.0, no result
rkrGstNormalized5GramDiceVariantMinMatchLength1, 0.0, 26.0, 2.0, 163.0, 369.0, 40.0, 2.0, 1.0, 4.0, 136.0
rkrGstNormalized2GramJaccardMinMatchLength1, 0.0, 23.0, 2.0, 152.0, 317.0, 36.0, 2.0, 1.0, 4.0, 141.0
cosineNormalized5GramsTermFrequency, 0.0, 5.0, 0.0, 16.0, 11.0, 5.0, 0.0, 0.0, 1.0, 7.0
rkrGstTokenDiceMinMatchLength2, 0.0, 1.0, 0.0, 16.0, 12.0, 5.0, 0.0, 0.0, 0.0, 6.0
rkrGst5GramJaccardMinMatchLength2, 0.0, 51.0, 7.0, 398.0, 3169.0, 130.0, 4.0, 3.0, 10.0, 332.0
rkrGstShingle3DiceVariantMinMatchLength1, 0.0, no result, 0.0, 28.0, 23.0, no result, 0.0, 0.0, 1.0, no result
rkrGstNormalizedShingle3DiceMinMatchLength3, 0.0, 4.0, 0.0, 28.0, 26.0, no result, 0.0, 0.0, 1.0, no result
rkrGstNormalized4GramJaccardMinMatchLength2, 0.0, 23.0, 2.0, 148.0, 368.0, 35.0, 2.0, 1.0, 4.0, 122.0
rkrGstNormalizedShingle2DiceVariantMinMatchLength2, 0.0, 4.0, 0.0, 23.0, 22.0, no result, 0.0, 0.0, 1.0, 10.0
rkrGstNormalized4GramDiceVariantMinMatchLength3, 0.0, 23.0, 2.0, 147.0, 345.0, 38.0, 2.0, 1.0, 4.0, 122.0
winnowingNormalizedShingle3Dice, 0.0, 2.0, 0.0, 9.0, 7.0, no result, 0.0, 0.0, 0.0, no result
rkrGst2GramOverlapMinMatchLength2, 0.0, 38.0, 4.0, 270.0, 1153.0, 337.0, 3.0, 2.0, 11.0, 274.0
winnowingNormalized2GramOverlap, 0.0, 3.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 6.0
rkrGst4GramJaccardMinMatchLength3, 0.0, 45.0, 7.0, 387.0, 3255.0, 187.0, 4.0, 3.0, 9.0, 276.0
jaccardShingles3, 0.0, no result, 0.0, 7.0, 5.0, no result, 0.0, 0.0, 0.0, no result
rkrGstShingle2DiceMinMatchLength1, 0.0, 2.0, 0.0, 24.0, 19.0, no result, 0.0, 0.0, 0.0, 9.0
rkrGstNormalizedShingle2DiceVariantMinMatchLength1, 0.0, 4.0, 0.0, 24.0, 24.0, no result, 0.0, 0.0, 1.0, 11.0
winnowing5GramOverlap, 0.0, 2.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 4.0
rkrGstNormalized2GramJaccardMinMatchLength2, 0.0, 21.0, 2.0, 138.0, 312.0, 33.0, 2.0, 1.0, 4.0, 138.0
rkrGstNormalized3GramOverlapMinMatchLength3, 0.0, 21.0, 2.0, 131.0, 327.0, 34.0, 2.0, 1.0, 4.0, 157.0
cosineNormalizedShingle2NormalizedTermFrequency, 0.0, 3.0, 0.0, 10.0, 8.0, no result, 0.0, 0.0, 0.0, 4.0
winnowing2GramOverlap, 0.0, 2.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 4.0
winnowingNormalized4GramDice, 0.0, 3.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 5.0
diceVariantNormalized3Grams, 0.0, 3.0, 0.0, 9.0, 7.0, 3.0, 0.0, 0.0, 0.0, 4.0
winnowingNormalizedTokenDice, 0.0, 1.0, 0.0, 4.0, 3.0, 1.0, 0.0, 0.0, 0.0, 1.0
jaccardNormalizedPadding3grams, 0.0, 4.0, 0.0, 11.0, 8.0, 3.0, 0.0, 0.0, 0.0, 5.0
rkrGstTokenDiceMinMatchLength3, 0.0, 1.0, 0.0, 16.0, 12.0, 5.0, 0.0, 0.0, 0.0, 6.0
rkrGstNormalized2GramOverlapMinMatchLength1, 0.0, 22.0, 2.0, 147.0, 321.0, 37.0, 2.0, 1.0, 4.0, 150.0
rkrGst3GramDiceVariantMinMatchLength2, 0.0, 36.0, 5.0, 301.0, 2447.0, 246.0, 4.0, 3.0, 8.0, 257.0
rkrGst4GramOverlapMinMatchLength2, 0.0, 46.0, 6.0, 363.0, 2861.0, 161.0, 3.0, 3.0, 9.0, 304.0
jaccard4Grams, 0.0, 3.0, 0.0, 11.0, 8.0, 3.0, 0.0, 0.0, 0.0, 4.0
rkrGstNormalized4GramDiceMinMatchLength2, 0.0, 22.0, 2.0, 147.0, 337.0, 36.0, 2.0, 1.0, 5.0, 136.0
rkrGstNormalized4GramDiceVariantMinMatchLength1, 0.0, 25.0, 2.0, 157.0, 344.0, 38.0, 4.0, 1.0, 4.0, 123.0
winnowingNormalizedShingle3Overlap, 0.0, 2.0, 0.0, 9.0, 7.0, no result, 0.0, 0.0, 0.0, no result
cosineNormalized2GramsBool, 0.0, 4.0, 0.0, 13.0, 7.0, 4.0, 0.0, 0.0, 1.0, 5.0
rkrGst5GramDiceVariantMinMatchLength2, 0.0, 36.0, 6.0, 389.0, 3134.0, 132.0, 4.0, 3.0, 9.0, 292.0
rkrGstNormalizedShingle2OverlapMinMatchLength1, 0.0, 4.0, 0.0, 24.0, 25.0, no result, 0.0, 0.0, 1.0, 11.0
overlap3Grams, 0.0, 2.0, 0.0, 8.0, 6.0, 3.0, 0.0, 0.0, 0.0, 4.0
rkrGstNormalizedShingle3DiceVariantMinMatchLength2, 0.0, 4.0, 0.0, 26.0, 26.0, no result, 0.0, 0.0, 1.0, no result
cosineNormalizedShingle2TermFrequency, 0.0, 3.0, 0.0, 10.0, 7.0, no result, 0.0, 0.0, 0.0, 4.0
winnowingNormalized4GramJaccard, 0.0, 3.0, 0.0, 11.0, 8.0, 3.0, 0.0, 0.0, 0.0, 5.0
longestCommonSubsequenceShingle2Fingerprint, 0.0, 1.0, 0.0, 6.0, 5.0, no result, 0.0, 0.0, 0.0, 2.0
longestCommonSubsequence4GramFingerprintNormalized, 0.0, 4.0, 0.0, 38.0, 104.0, 8.0, 0.0, 0.0, 2.0, 31.0
rkrGstNormalized3GramOverlapMinMatchLength2, 0.0, 21.0, 2.0, 137.0, 332.0, 34.0, 2.0, 1.0, 4.0, 149.0
rkrGstNormalizedTokenOverlapMinMatchLength1, 0.0, 2.0, 0.0, 17.0, 13.0, 6.0, 0.0, 0.0, 0.0, 7.0
rkrGstNormalizedShingle3DiceVariantMinMatchLength3, 0.0, 6.0, 0.0, 30.0, 29.0, no result, 0.0, 0.0, 1.0, no result
winnowing4GramOverlap, 0.0, 2.0, 0.0, 9.0, 8.0, 5.0, 0.0, 0.0, 0.0, 4.0
rkrGstShingle2DiceVariantMinMatchLength1, 0.0, 3.0, 0.0, 28.0, 19.0, no result, 0.0, 0.0, 0.0, 11.0
winnowingTokenDiceVariant, 0.0, 1.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
manhattanNormalized2Grams, 0.0, 4.0, 0.0, 11.0, 7.0, 4.0, 0.0, 0.0, 1.0, 5.0
rkrGstTokenOverlapMinMatchLength3, 0.0, 1.0, 0.0, 15.0, 12.0, 5.0, 0.0, 0.0, 0.0, 6.0
diceNormalizedPadding4grams, 0.0, 3.0, 0.0, 10.0, 8.0, 3.0, 0.0, 0.0, 0.0, 5.0
rkrGstNormalized5GramJaccardMinMatchLength2, 0.0, 26.0, 2.0, 156.0, 358.0, 37.0, 2.0, 1.0, 4.0, 131.0
rkrGst3GramJaccardMinMatchLength2, 0.0, 34.0, 5.0, 350.0, 2353.0, 222.0, 4.0, 3.0, 8.0, 259.0
rkrGst3GramOverlapMinMatchLength2, 0.0, 34.0, 5.0, 301.0, 2231.0, 231.0, 5.0, 3.0, 8.0, 254.0
rkrGstNormalized5GramDiceMinMatchLength1, 0.0, 25.0, 2.0, 158.0, 352.0, 40.0, 2.0, 1.0, 4.0, 130.0
rkrGst3GramOverlapMinMatchLength1, 0.0, 35.0, 5.0, 309.0, 2354.0, 221.0, 3.0, 3.0, 8.0, 258.0
manhattanNormalizedShingles3, 0.0, 3.0, 0.0, 11.0, 7.0, no result, 0.0, 0.0, 0.0, no result
rkrGstNormalized4GramOverlapMinMatchLength2, 0.0, 23.0, 3.0, 147.0, 335.0, 34.0, 2.0, 1.0, 4.0, 124.0
cosineNormalized5GramsNormalizedTermFrequency, 0.0, 5.0, 0.0, 16.0, 11.0, 5.0, 0.0, 0.0, 1.0, 7.0
rkrGst4GramDiceVariantMinMatchLength1, 0.0, 38.0, 5.0, 359.0, 2945.0, 169.0, 4.0, 3.0, 9.0, 279.0
rkrGstTokenDiceVariantMinMatchLength1, 0.0, 2.0, 0.0, 18.0, 13.0, 6.0, 0.0, 0.0, 0.0, 6.0
longestCommonSubsequence2GramFingerprint, 0.0, 4.0, 0.0, 36.0, 111.0, 10.0, 0.0, 0.0, 1.0, 19.0
diceTokens, 0.0, 0.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
rkrGstNormalizedShingle2JaccardMinMatchLength3, 0.0, 4.0, 0.0, 25.0, 29.0, no result, 0.0, 0.0, 1.0, 12.0
rkrGstNormalized5GramOverlapMinMatchLength3, 0.0, 23.0, 2.0, 150.0, 350.0, 37.0, 2.0, 1.0, 5.0, 142.0
rkrGst4GramOverlapMinMatchLength1, 0.0, 38.0, 5.0, 355.0, 3018.0, 172.0, 4.0, 3.0, 9.0, 277.0
longestCommonSubsequence5GramFingerprint, 0.0, 2.0, 0.0, 13.0, 22.0, 4.0, 0.0, 0.0, 0.0, 6.0
winnowingShingle3Dice, 0.0, no result, 0.0, 8.0, 4.0, no result, 0.0, 0.0, 0.0, no result
rkrGstNormalized2GramOverlapMinMatchLength2, 0.0, 20.0, 2.0, 124.0, 318.0, 31.0, 2.0, 1.0, 4.0, 160.0
rkrGstNormalized3GramJaccardMinMatchLength2, 0.0, 22.0, 2.0, 162.0, 358.0, 34.0, 3.0, 1.0, 5.0, 166.0
optimalAlignmentStandard, 0.0, 26.0, 4.0, 460.0, 1250.0, 128.0, 5.0, 2.0, 21.0, 273.0
rkrGstShingle3DiceMinMatchLength1, 0.0, no result, 0.0, 36.0, 26.0, no result, 0.0, 0.0, 1.0, no result
cosineNormalized3GramsTermFrequency, 0.0, 6.0, 0.0, 18.0, 11.0, 6.0, 0.0, 0.0, 1.0, 6.0
rkrGstNormalizedTokenDiceMinMatchLength1, 0.0, 2.0, 0.0, 17.0, 13.0, 6.0, 0.0, 0.0, 0.0, 7.0
overlapNormalizedPadding3grams, 0.0, 3.0, 0.0, 10.0, 9.0, 3.0, 1.0, 0.0, 1.0, 5.0
rkrGst5GramJaccardMinMatchLength1, 0.0, 41.0, 6.0, 414.0, 3211.0, 141.0, 4.0, 3.0, 9.0, 301.0
winnowingNormalized3GramJaccard, 0.0, 3.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 5.0
jaccardTokens, 0.0, 0.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
winnowingTokenDice, 0.0, 0.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
diceVariantNormalizedPadding2grams, 0.0, 3.0, 0.0, 14.0, 7.0, 4.0, 0.0, 0.0, 0.0, 4.0
rkrGstNormalized5GramDiceMinMatchLength2, 0.0, 24.0, 2.0, 158.0, 352.0, 35.0, 2.0, 1.0, 5.0, 152.0
cosineNormalizedShingle3NormalizedTermFrequency, 0.0, 3.0, 0.0, 11.0, 8.0, no result, 0.0, 0.0, 1.0, no result
winnowing2GramJaccard, 0.0, 2.0, 0.0, 10.0, 8.0, 3.0, 0.0, 0.0, 0.0, 4.0
cosineNormalizedShingle3TermFrequency, 0.0, 3.0, 0.0, 11.0, 8.0, no result, 0.0, 0.0, 0.0, no result
jaccardNormalized4Grams, 0.0, 3.0, 0.0, 13.0, 8.0, 5.0, 0.0, 0.0, 0.0, 5.0
rkrGstNormalizedShingle3JaccardMinMatchLength3, 0.0, 4.0, 0.0, 27.0, 26.0, no result, 0.0, 0.0, 1.0, no result
rkrGstNormalizedShingle2OverlapMinMatchLength2, 0.0, 4.0, 0.0, 22.0, 22.0, no result, 0.0, 0.0, 1.0, 10.0
rkrGstNormalized2GramDiceVariantMinMatchLength3, 0.0, 22.0, 2.0, 123.0, 341.0, 34.0, 2.0, 1.0, 4.0, 152.0
optimalAlignmentShingle3Fingerprint, 0.0, no result, 0.0, 9.0, 7.0, no result, 0.0, 0.0, 0.0, no result
cosineNormalizedShingle3Bool, 0.0, 3.0, 0.0, 11.0, 8.0, no result, 0.0, 0.0, 1.0, no result
rkrGst2GramDiceMinMatchLength1, 0.0, 36.0, 4.0, 354.0, 1280.0, 358.0, 4.0, 4.0, 8.0, 248.0
rkrGstShingle2JaccardMinMatchLength2, 0.0, 2.0, 0.0, 23.0, 18.0, no result, 0.0, 0.0, 1.0, 9.0
jaccardNormalizedShingles3, 0.0, 3.0, 0.0, 11.0, 8.0, no result, 0.0, 0.0, 0.0, no result
rkrGstNormalized3GramDiceMinMatchLength3, 0.0, 23.0, 2.0, 127.0, 324.0, 33.0, 2.0, 1.0, 4.0, 148.0
rkrGstShingle2DiceMinMatchLength3, 0.0, 2.0, 0.0, 23.0, 19.0, no result, 0.0, 0.0, 0.0, 9.0
rkrGstNormalizedTokenDiceVariantMinMatchLength3, 0.0, 2.0, 0.0, 16.0, 14.0, 6.0, 0.0, 0.0, 0.0, 6.0
rkrGstNormalized5GramJaccardMinMatchLength3, 0.0, 25.0, 2.0, 155.0, 353.0, 36.0, 2.0, 1.0, 4.0, 132.0
optimalAlignmentShingle3FingerprintNormalized, 0.0, 2.0, 0.0, 11.0, 10.0, no result, 0.0, 0.0, 0.0, no result
overlap5Grams, 0.0, 2.0, 0.0, 9.0, 7.0, 3.0, 0.0, 0.0, 0.0, 4.0
rkrGstNormalized2GramDiceVariantMinMatchLength1, 0.0, 25.0, 2.0, 145.0, 319.0, 35.0, 2.0, 1.0, 3.0, 152.0
rkrGst3GramJaccardMinMatchLength3, 0.0, 34.0, 5.0, 301.0, 2225.0, 212.0, 3.0, 3.0, 9.0, 289.0
rkrGstNormalized5GramOverlapMinMatchLength1, 0.0, 25.0, 2.0, 155.0, 376.0, 39.0, 2.0, 1.0, 4.0, 131.0
winnowing5GramJaccard, 0.0, 2.0, 0.0, 10.0, 8.0, 3.0, 0.0, 0.0, 0.0, 6.0
optimalAlignment4GramFingerprint, 0.0, 13.0, 2.0, 244.0, 649.0, 60.0, 2.0, 1.0, 11.0, 138.0
diceVariantNormalizedPadding5grams, 0.0, 3.0, 0.0, 10.0, 8.0, 3.0, 0.0, 0.0, 0.0, 5.0
winnowingShingle2Jaccard, 0.0, 1.0, 0.0, 6.0, 4.0, no result, 0.0, 0.0, 0.0, 2.0
jaccardNormalized5Grams, 0.0, 3.0, 0.0, 12.0, 9.0, 4.0, 0.0, 0.0, 0.0, 5.0
cosineNormalized5GramsBool, 0.0, 5.0, 0.0, 16.0, 11.0, 5.0, 0.0, 0.0, 1.0, 7.0
rkrGstNormalizedTokenJaccardMinMatchLength2, 0.0, 2.0, 0.0, 17.0, 13.0, 6.0, 0.0, 0.0, 0.0, 8.0
rkrGstNormalizedShingle2DiceMinMatchLength2, 0.0, 4.0, 0.0, 24.0, 25.0, no result, 0.0, 0.0, 1.0, 10.0
cosineNormalized2GramsTermFrequency, 0.0, 4.0, 0.0, 14.0, 8.0, 4.0, 0.0, 0.0, 1.0, 5.0
rkrGstShingle2JaccardMinMatchLength1, 0.0, 3.0, 0.0, 26.0, 20.0, no result, 0.0, 0.0, 0.0, 10.0
rkrGst2GramDiceMinMatchLength3, 0.0, 32.0, 4.0, 267.0, 1177.0, 353.0, 5.0, 2.0, 7.0, 232.0
rkrGstNormalized4GramDiceVariantMinMatchLength2, 0.0, 23.0, 2.0, 156.0, 340.0, 35.0, 2.0, 1.0, 4.0, 123.0
rkrGstNormalized5GramDiceVariantMinMatchLength3, 0.0, 24.0, 2.0, 153.0, 480.0, 36.0, 2.0, 1.0, 4.0, 132.0
cosineNormalized4GramsTermFrequency, 0.0, 5.0, 0.0, 15.0, 10.0, 5.0, 0.0, 0.0, 1.0, 7.0
rkrGstTokenOverlapMinMatchLength2, 0.0, 1.0, 0.0, 16.0, 13.0, 6.0, 0.0, 0.0, 0.0, 7.0
rkrGstShingle2JaccardMinMatchLength3, 0.0, 3.0, 0.0, 28.0, 20.0, no result, 0.0, 0.0, 1.0, 9.0
rkrGst4GramJaccardMinMatchLength2, 0.0, 37.0, 6.0, 374.0, 2935.0, 165.0, 4.0, 4.0, 9.0, 277.0
rkrGst4GramDiceVariantMinMatchLength2, 0.0, 36.0, 5.0, 356.0, 2879.0, 189.0, 4.0, 3.0, 9.0, 284.0
winnowing4GramJaccard, 0.0, 2.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 4.0
longestCommonSubsequenceNormalized, 0.0, 8.0, 1.0, 100.0, 252.0, 19.0, 1.0, 0.0, 5.0, 77.0
diceVariantShingles2, 0.0, 1.0, 0.0, 6.0, 4.0, no result, 0.0, 0.0, 0.0, 2.0
diceVariantNormalizedShingles2, 0.0, 2.0, 0.0, 8.0, 6.0, no result, 0.0, 0.0, 0.0, 3.0
winnowing4GramDiceVariant, 0.0, 2.0, 0.0, 9.0, 8.0, 3.0, 0.0, 0.0, 0.0, 4.0
diceVariant2Grams, 0.0, 2.0, 0.0, 7.0, 6.0, 2.0, 0.0, 0.0, 0.0, 3.0
jaccard5Grams, 0.0, 3.0, 0.0, 13.0, 8.0, 4.0, 0.0, 0.0, 0.0, 5.0
rkrGstNormalized3GramDiceMinMatchLength1, 0.0, 23.0, 2.0, 132.0, 327.0, 36.0, 2.0, 1.0, 4.0, 170.0
rkrGstShingle3JaccardMinMatchLength2, 0.0, no result, 0.0, 29.0, 23.0, no result, 0.0, 0.0, 1.0, no result
rkrGst5GramDiceMinMatchLength2, 0.0, 42.0, 6.0, 390.0, 3146.0, 129.0, 4.0, 3.0, 10.0, 291.0
rkrGstNormalizedShingle3OverlapMinMatchLength1, 0.0, 4.0, 0.0, 27.0, 27.0, no result, 0.0, 0.0, 1.0, no result
overlapNormalizedTokens, 0.0, 2.0, 0.0, 10.0, 7.0, 3.0, 0.0, 0.0, 0.0, 4.0
rkrGstNormalizedTokenOverlapMinMatchLength2, 0.0, 2.0, 0.0, 17.0, 12.0, 5.0, 0.0, 0.0, 0.0, 6.0
rkrGst5GramOverlapMinMatchLength3, 0.0, 35.0, 6.0, 428.0, 3177.0, 140.0, 4.0, 3.0, 9.0, 298.0
rkrGstTokenDiceVariantMinMatchLength2, 0.0, 2.0, 0.0, 16.0, 12.0, 5.0, 0.0, 0.0, 0.0, 7.0
rkrGstNormalized5GramDiceVariantMinMatchLength2, 0.0, 25.0, 2.0, 177.0, 362.0, 38.0, 2.0, 1.0, 4.0, 131.0
rkrGstShingle2OverlapMinMatchLength1, 0.0, 2.0, 0.0, 26.0, 20.0, no result, 0.0, 0.0, 1.0, 12.0
rkrGstTokenDiceVariantMinMatchLength3, 0.0, 2.0, 0.0, 20.0, 14.0, 6.0, 0.0, 0.0, 0.0, 6.0
rkrGstShingle3DiceVariantMinMatchLength3, 0.0, no result, 0.0, 36.0, 28.0, no result, 0.0, 0.0, 1.0, no result
rkrGstShingle3OverlapMinMatchLength1, 0.0, no result, 0.0, 29.0, 23.0, no result, 0.0, 0.0, 1.0, no result
longestCommonSubsequence2GramFingerprintNormalized, 0.0, 6.0, 0.0, 50.0, 113.0, 10.0, 0.0, 0.0, 2.0, 40.0
rkrGstNormalized3GramJaccardMinMatchLength3, 0.0, 24.0, 2.0, 161.0, 373.0, 42.0, 2.0, 1.0, 5.0, 176.0
winnowingNormalizedShingle2Overlap, 0.0, 3.0, 0.0, 13.0, 8.0, no result, 0.0, 0.0, 1.0, 5.0
rkrGstShingle3DiceMinMatchLength3, 0.0, no result, 0.0, 27.0, 24.0, no result, 0.0, 0.0, 1.0, no result
rkrGstShingle2OverlapMinMatchLength3, 0.0, 3.0, 0.0, 25.0, 19.0, no result, 0.0, 0.0, 1.0, 12.0
rkrGst4GramDiceMinMatchLength1, 0.0, 45.0, 7.0, 399.0, 3039.0, 173.0, 8.0, 3.0, 11.0, 279.0
